rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
0.59493,1.53247,1.70656,0.00000,1.00000,0.00000,0.03890,0.03279,0.02236,0.09405299
1.07047,1.53247,1.70656,0.00000,1.00000,0.00000,0.00760,0.01075,0.06709,0.08543841
1.07047,1.31546,1.70656,0.00000,1.00000,0.00000,0.00840,0.00853,0.06709,0.08401678
1.07047,1.31546,1.78806,0.00000,1.00000,0.00000,0.00840,0.00853,0.06709,0.08401678
0.07233,0.71102,2.08202,0.00000,1.00000,0.00000,0.00786,0.00573,0.03532,0.04890772
0.59998,1.74930,2.72852,0.00000,1.00000,0.00000,0.03267,0.03396,0.06709,0.13371664
2.18581,2.90451,3.16658,0.00000,1.00000,0.00000,0.12376,0.19829,0.00000,0.32205110
0.70119,0.71102,2.08202,0.00000,1.00000,0.00000,0.01042,0.00778,0.04473,0.06293808
0.70119,2.10166,2.08202,0.00000,1.00000,0.00000,0.01682,0.03890,0.02236,0.07808259
0.70119,2.10166,3.42494,0.00000,1.00000,0.00000,0.01682,0.03890,0.02236,0.07808267
1.36830,1.83646,2.72578,0.00000,1.00000,0.00000,0.01829,0.02778,0.02237,0.06844167
0.12257,2.49591,0.90971,0.00000,1.00000,0.00000,0.03880,0.07578,0.06709,0.18166427
1.14427,0.96082,2.81461,0.00000,1.00000,0.00000,0.00859,0.00817,0.04499,0.06175649
1.14172,0.96082,2.81461,0.00000,1.00000,0.00000,0.00859,0.00817,0.04499,0.06175649
1.14172,2.19354,2.81461,0.00000,1.00000,0.00000,0.02030,0.04680,0.02318,0.09027675
1.14172,2.19354,2.55758,0.00000,1.00000,0.00000,0.02030,0.04680,0.02318,0.09027675
2.16095,0.86987,1.80882,0.00000,1.00000,0.00000,0.04905,0.05909,0.01868,0.12681889
0.99780,0.76947,2.36202,0.00000,1.00000,0.00000,0.00777,0.00590,0.04472,0.05839364
1.41040,1.40746,3.05195,0.00000,1.00000,0.00000,0.01654,0.02155,0.02263,0.06071685
2.04690,1.40746,3.05195,0.00000,1.00000,0.00000,0.04749,0.05827,0.00009,0.10584468
2.04690,2.34027,3.05195,0.00000,1.00000,0.00000,0.06702,0.10563,0.00000,0.17265333
2.04690,2.34027,3.35051,0.00000,1.00000,0.00000,0.06702,0.10563,0.00000,0.17265333
1.56821,0.96543,1.33732,0.00000,1.00000,0.00000,0.02076,0.02607,0.02713,0.07396475
1.35927,1.91718,2.73842,0.00000,1.00000,0.00000,0.01989,0.03087,0.02236,0.07312382
0.76815,2.41897,2.56295,0.00000,1.00000,0.00000,0.03315,0.06865,0.02666,0.12846531
1.53817,2.41897,2.56295,0.00000,1.00000,0.00000,0.04648,0.08501,0.00000,0.13149040
1.53817,1.48306,2.56295,0.00000,1.00000,0.00000,0.02311,0.03011,0.02263,0.07584650
1.53817,1.48306,2.70437,0.00000,1.00000,0.00000,0.02311,0.03011,0.02263,0.07584650
0.21099,0.92269,2.33364,0.00000,1.00000,0.00000,0.00842,0.00617,0.04472,0.05931441
0.49887,2.33978,3.10040,0.00000,1.00000,0.00000,0.03609,0.06491,0.06709,0.16808241
1.07659,0.30069,1.74605,0.00000,1.00000,0.00000,0.00546,0.00795,0.06709,0.08049474
1.12228,0.30069,1.74605,0.00000,1.00000,0.00000,0.00531,0.00843,0.06709,0.08082863
1.12228,1.63452,1.74605,0.00000,1.00000,0.00000,0.00809,0.01391,0.05220,0.07419824
1.12228,1.63452,3.32318,0.00000,1.00000,0.00000,0.00809,0.01391,0.05220,0.07419824
0.79033,0.82703,2.79474,0.00000,1.00000,0.00000,0.00845,0.00609,0.04472,0.05926848
2.25726,1.77013,0.81660,0.00000,1.00000,0.00000,0.05817,0.07257,0.02236,0.15310518
1.77393,0.41802,1.28648,0.00000,1.00000,0.00000,0.03003,0.03906,0.06709,0.13617827
